X;Result
-9,30300000;-8,23202479
-9,30200000;-8,16530950
-9,30100000;-8,09967492
-9,30000000;-8,03509507
-9,29900000;-7,97154479
-9,29800000;-7,90899972
-9,29700000;-7,84743626
-9,29600000;-7,78683154
-9,29500000;-7,72716340
-9,29400000;-7,66841035
-9,29300000;-7,61055157
-9,29200000;-7,55356685
-9,29100000;-7,49743658
-9,29000000;-7,44214175
-9,28900000;-7,38766390
-9,28800000;-7,33398511
-9,28700000;-7,28108799
-9,28600000;-7,22895563
-9,28500000;-7,17757162
-9,28400000;-7,12692002
-9,28300000;-7,07698532
-9,28200000;-7,02775247
-9,28100000;-6,97920682
-9,28000000;-6,93133413
-9,27900000;-6,88412056
-9,27800000;-6,83755262
-9,27700000;-6,79161723
-9,27600000;-6,74630161
-9,27500000;-6,70159336
-9,27400000;-6,65748039
-9,27300000;-6,61395094
-9,27200000;-6,57099354
-9,27100000;-6,52859705
-9,27000000;-6,48675059
-9,26900000;-6,44544356
-9,26800000;-6,40466565
-9,26700000;-6,36440679
-9,26600000;-6,32465718
-9,26500000;-6,28540725
-9,26400000;-6,24664769
-9,26300000;-6,20836940
-9,26200000;-6,17056351
-9,26100000;-6,13322136
-9,26000000;-6,09633453
-9,25900000;-6,05989475
-9,25800000;-6,02389401
-9,25700000;-5,98832443
-9,25600000;-5,95317837
-9,25500000;-5,91844834
-9,25400000;-5,88412703
-9,25300000;-5,85020730
-9,25200000;-5,81668218
-9,25100000;-5,78354486
-9,25000000;-5,75078868
-9,24900000;-5,71840714
-9,24800000;-5,68639389
-9,24700000;-5,65474270
-9,24600000;-5,62344750
-9,24500000;-5,59250235
-9,24400000;-5,56190144
-9,24300000;-5,53163910
-9,24200000;-5,50170976
-9,24100000;-5,47210799
-9,24000000;-5,44282847
-9,23900000;-5,41386600
-9,23800000;-5,38521549
-9,23700000;-5,35687195
-9,23600000;-5,32883051
-9,23500000;-5,30108639
-9,23400000;-5,27363491
-9,23300000;-5,24647150
-9,23200000;-5,21959167
-9,23100000;-5,19299104
-9,23000000;-5,16666531
-9,22900000;-5,14061026
-9,22800000;-5,11482177
-9,22700000;-5,08929579
-9,22600000;-5,06402837
-9,22500000;-5,03901561
-9,22400000;-5,01425373
-9,22300000;-4,98973898
-9,22200000;-4,96546771
-9,22100000;-4,94143634
-9,22000000;-4,91764135
-9,21900000;-4,89407930
-9,21800000;-4,87074681
-9,21700000;-4,84764056
-9,21600000;-4,82475730
-9,21500000;-4,80209385
-9,21400000;-4,77964708
-9,21300000;-4,75741392
-9,21200000;-4,73539135
-9,21100000;-4,71357642
-9,21000000;-4,69196624
-9,20900000;-4,67055795
-9,20800000;-4,64934877
-9,20700000;-4,62833595
-9,20600000;-4,60751679
-9,20500000;-4,58688866
-9,20400000;-4,56644896
-9,20300000;-4,54619514
-9,20200000;-4,52612470
-9,20100000;-4,50623518
-9,20000000;-4,48652416
-9,19900000;-4,46698928
-9,19800000;-4,44762821
-9,19700000;-4,42843865
-9,19600000;-4,40941837
-9,19500000;-4,39056514
-9,19400000;-4,37187680
-9,19300000;-4,35335121
-9,19200000;-4,33498628
-9,19100000;-4,31677994
-9,19000000;-4,29873017
-9,18900000;-4,28083498
-9,18800000;-4,26309241
-9,18700000;-4,24550054
-9,18600000;-4,22805747
-9,18500000;-4,21076133
-9,18400000;-4,19361031
-9,18300000;-4,17660260
-9,18200000;-4,15973643
-9,18100000;-4,14301005
-9,18000000;-4,12642176
-9,17900000;-4,10996988
-9,17800000;-4,09365273
-9,17700000;-4,07746870
-9,17600000;-4,06141617
-9,17500000;-4,04549357
-9,17400000;-4,02969934
-9,17300000;-4,01403196
-9,17200000;-3,99848992
-9,17100000;-3,98307174
-9,17000000;-3,96777596
-9,16900000;-3,95260115
-9,16800000;-3,93754589
-9,16700000;-3,92260879
-9,16600000;-3,90778848
-9,16500000;-3,89308362
-9,16400000;-3,87849288
-9,16300000;-3,86401494
-9,16200000;-3,84964853
-9,16100000;-3,83539237
-9,16000000;-3,82124521
-9,15900000;-3,80720584
-9,15800000;-3,79327302
-9,15700000;-3,77944558
-9,15600000;-3,76572233
-9,15500000;-3,75210212
-9,15400000;-3,73858380
-9,15300000;-3,72516626
-9,15200000;-3,71184838
-9,15100000;-3,69862907
-9,15000000;-3,68550726
-9,14900000;-3,67248188
-9,14800000;-3,65955190
-9,14700000;-3,64671628
-9,14600000;-3,63397400
-9,14500000;-3,62132407
-9,14400000;-3,60876550
-9,14300000;-3,59629732
-9,14200000;-3,58391857
-9,14100000;-3,57162830
-9,14000000;-3,55942559
-9,13900000;-3,54730950
-9,13800000;-3,53527915
-9,13700000;-3,52333364
-9,13600000;-3,51147207
-9,13500000;-3,49969360
-9,13400000;-3,48799735
-9,13300000;-3,47638248
-9,13200000;-3,46484817
-9,13100000;-3,45339359
-9,13000000;-3,44201792
-9,12900000;-3,43072037
-9,12800000;-3,41950015
-9,12700000;-3,40835648
-9,12600000;-3,39728859
-9,12500000;-3,38629572
-9,12400000;-3,37537713
-9,12300000;-3,36453208
-9,12200000;-3,35375984
-9,12100000;-3,34305969
-9,12000000;-3,33243092
-9,11900000;-3,32187283
-9,11800000;-3,31138474
-9,11700000;-3,30096595
-9,11600000;-3,29061581
-9,11500000;-3,28033363
-9,11400000;-3,27011878
-9,11300000;-3,25997059
-9,11200000;-3,24988843
-9,11100000;-3,23987168
-9,11000000;-3,22991970
-9,10900000;-3,22003188
-9,10800000;-3,21020762
-9,10700000;-3,20044631
-9,10600000;-3,19074737
-9,10500000;-3,18111021
-9,10400000;-3,17153425
-9,10300000;-3,16201892
-9,10200000;-3,15256366
-9,10100000;-3,14316791
-9,10000000;-3,13383113
-9,09900000;-3,12455277
-9,09800000;-3,11533229
-9,09700000;-3,10616916
-9,09600000;-3,09706287
-9,09500000;-3,08801290
-9,09400000;-3,07901873
-9,09300000;-3,07007987
-9,09200000;-3,06119581
-9,09100000;-3,05236606
-9,09000000;-3,04359013
-9,08900000;-3,03486756
-9,08800000;-3,02619785
-9,08700000;-3,01758054
-9,08600000;-3,00901517
-9,08500000;-3,00050128
-9,08400000;-2,99203842
-9,08300000;-2,98362614
-9,08200000;-2,97526400
-9,08100000;-2,96695155
-9,08000000;-2,95868838
-9,07900000;-2,95047404
-9,07800000;-2,94230813
-9,07700000;-2,93419022
-9,07600000;-2,92611989
-9,07500000;-2,91809676
-9,07400000;-2,91012039
-9,07300000;-2,90219041
-9,07200000;-2,89430642
-9,07100000;-2,88646803
-9,07000000;-2,87867484
-9,06900000;-2,87092649
-9,06800000;-2,86322260
-9,06700000;-2,85556278
-9,06600000;-2,84794668
-9,06500000;-2,84037394
-9,06400000;-2,83284418
-9,06300000;-2,82535706
-9,06200000;-2,81791222
-9,06100000;-2,81050931
-9,06000000;-2,80314799
-9,05900000;-2,79582793
